"Site ID (new)","Site On-air Date","Design Type","Dismantle Date"
"DHK_N074_07","40342.0","Nano","42284.0"
"DHK_N074_08","40342.0","Nano","42284.0"
"DHK_N074_09","40342.0","Nano","42284.0"
"DHK_N074_10","40342.0","Nano","42284.0"
"DHK_N078_01","40395.0","Nano","41273.0"
"DHK_N081_01","40493.0","Nano","42373.0"
"DHK_N081_02","40493.0","Nano","42373.0"
"DHK_N081_03","40505.0","Nano","42373.0"
"DHK_N081_04","40505.0","Nano","42373.0"
"DHK_N081_05","39626.0","Nano","42373.0"
"DHK_N081_06","39629.0","Nano","42373.0"
"DHK_N081_07","39646.0","Nano","42373.0"
"DHK_N083_01","40542.0","Nano","42346.0"
"DHK_N083_02","40542.0","Nano","42346.0"
"DHK_N083_03","40542.0","Nano","42346.0"
"DHK_N083_04","40542.0","Nano","42346.0"
"DHK_N083_05","40542.0","Nano","42346.0"
"DHK_N087_01","39626.0","Nano","41730.0"
"DHK_N088_01","39626.0","Nano","42257.0"
"DHK_N088_02","39626.0","Nano","42257.0"
"DHK_N092_01","39626.0","Nano","42276.0"
"DHK_N092_02","39626.0","Nano","42276.0"
"DHK_N092_03","39626.0","Nano","42276.0"
"DHK_N094_01","39629.0","Nano","41545.0"
"DHK_T0587_4","38701.0","Micro","39903.0"
"DHK_X0046","38380.0","RT","40541.0"
"DHK_X0115","39424.0","RT","39184.0"
"DHK_X0129","","",""
"DHK_X0147","","",""
"DHK_X0151","38380.0","RT","40531.0"
"DHK_X0163","38693.0","GF","40535.0"
"DHK_X0330","38687.0","RT","40009.0"
"DHK_X0363","38693.0","RT","39184.0"
"DHK_X0374","39208.0","RT","39678.0"
"DHK_X0395","39312.0","",""
"DHK_X0435","38611.0","RT","39184.0"
"DHK_X1158","39165.0","RT","40570.0"
"DHK_X1159","","",""
"DHK_X1798","40121.0","",""
"DHK_X1906","39689.0","RT","40570.0"
"DHK_X2181","","",""
"DHK_X3384","39964.0","RT","40003.0"
"DHK_X3809","40496.0","",""
"KHU_B0152_1","39114.0","IBS","39233.0"
"KHU_B0152_2","39114.0","IBS","39233.0"
"KHU_B0152_3","39116.0","IBS","39233.0"
"KHU_B0152_4","39116.0","IBS","39233.0"
"KHU_B0152_5","39116.0","IBS","39233.0"
"KHU_B0152_6","39116.0","IBS","39233.0"
"KHU_B0700_4","39659.0","IBS","39867.0"
"KHU_M0010_6","39715.0","Micro","40615.0"
"KHU_M0041_6","39335.0","Micro","39485.0"
"KHU_M0051_4","39323.0","Micro","40924.0"
"KHU_M0064_5","39334.0","Micro","39485.0"
"KHU_M0073_4","39716.0","Micro","40615.0"
"KHU_M0077_5","39715.0","Micro","40924.0"
"KHU_M0082_4","39323.0","Micro","39536.0"
"KHU_M0082_5","39323.0","Micro","39536.0"
"KHU_M0082_6","39323.0","Micro","39536.0"
"KHU_M0084_5","39716.0","Micro","40753.0"
"KHU_M0085_5","39334.0","Micro","39532.0"
"KHU_M0096_5","39325.0","Micro","39490.0"
"KHU_M0096_6","39325.0","Micro","39485.0"
"KHU_M0106_6","39338.0","Micro","39485.0"
"KHU_M0116_4","39716.0","Micro","40753.0"
"KHU_M0149_5","39716.0","Micro","40753.0"
"KHU_M0243_6","39718.0","Micro","40753.0"
"KHU_M0286_6","39720.0","Micro","40806.0"
"KHU_M0301_4","39299.0","Micro","40889.0"
"KHU_N043_01","39629.0","Nano","42352.0"
"KHU_N043_02","39629.0","Nano","42352.0"
"MOB_02_002","39413.0","Micro","Done"
"RAJ_M0360_4","39350.0","Micro","39627.0"
"RAJ_N085_04","39626.0","Nano","42074.0"
"RAJ_N085_05","39626.0","Nano","42074.0"
"RAJ_X0046","38490.0","RT","39116.0"
"SYL_B0401_4","40283.0","IBS","42546.0"
"SYL_G0300","40383.0","",""
"SYL_M0005_4","39333.0","Micro","39820.0"
"SYL_M0145_4","39308.0","Micro","42414.0"
"SYL_N057_01","40176.0","Nano","42324.0"
"SYL_N057_02","40176.0","Nano","42324.0"
"SYL_N057_03","40176.0","Nano","42324.0"
"SYL_N057_04","40176.0","Nano","42324.0"
"SYL_N057_05","40176.0","Nano","42324.0"
"SYL_N057_06","40176.0","Nano","42324.0"
"SYL_N057_07","40176.0","Nano","42324.0"
"SYL_N057_08","40176.0","Nano","42324.0"
"DHK_B5409_4","41619.0","IBS","42587.0"
"SYL_G0491","40497.0","Macro","42618.0"
"SYL_G0310","40401.0","Macro","42618.0"
"SYL_G0448","40681.0","Macro","42618.0"
"RAJ_G0786","40295.0","Macro","42618.0"
"RAJ_G0921","40455.0","Macro","42618.0"
"RAJ_G0999","40415.0","Macro","42618.0"
"RAJ_G1088","40850.0","Macro","42618.0"
"RAJ_G1159","40776.0","Macro","42618.0"
"CTG_G1244","40545.0","Macro","42669.0"
"CTG_G1183","40827.0","Macro","42669.0"
"CTG_X1501","40859.0","Macro","42669.0"
"CTG_G1227","40540.0","Macro","42669.0"
"CTG_G1281","40556.0","Macro","42669.0"
"CTG_G1396","40512.0","Macro","42669.0"
"CTG_R1701","41152.0","Macro","42669.0"
"CTG_X1507","40891.0","Macro","42669.0"
"CTG_X0922","40845.0","Macro","42669.0"
"SYL_G0327","40322.0","Macro","42687.0"
"SYL_G0351","40357.0","Macro","42687.0"
"SYL_G0352","40820.0","Macro","42687.0"
"SYL_G0396","40437.0","Macro","42687.0"
"SYL_G0461","40643.0","Macro","42687.0"
"SYL_X0560","40912.0","Macro","42687.0"
"BAR_G0327","40974.0","Macro","42684.0"
"RAJ_G0813","40313.0","Macro","42684.0"
"RAJ_G0892","40380.0","Macro","42684.0"
"RAJ_G0926","40681.0","Macro","42684.0"
"RAJ_G0961","40506.0","Macro","42684.0"
"RAJ_G0969","40386.0","Macro","42684.0"
"RAJ_G0970","40389.0","Macro","42684.0"
"RAJ_G1117","40780.0","Macro","42684.0"
"RAJ_G1154","40850.0","Macro","42684.0"
"RAJ_G1206","40780.0","Macro","42684.0"
"RAJ_X1161","40909.0","Macro","42684.0"
"RAJ_X1264","40887.0","Macro","42684.0"
"CTG_B1445_4","40769.0","Micro","42695.0"
"SYL_G0303","40421.0","Macro","42701.0"
"RAJ_G0836","40504.0","Macro","42704.0"
"RAJ_G0896","40517.0","Macro",""
"RAJ_G0934","40402.0","Macro",""
"RAJ_G1082","40782.0","Macro",""
"RAJ_X1134","40917.0","Macro",""
"RAJ_G1188","40968.0","Macro","42696.0"
"SYL_G0427","40497.0","Macro","42728.0"
"SYL_G0445","40908.0","Macro","42745.0"
"SYL_G0504","41050.0","Macro","42745.0"
"DHK_B4560_4","40967.0","Micro",""
"RAJ_G0826","40359.0","Macro",""
"RAJ_G0831","40895.0","Macro",""
"RAJ_G0845","40359.0","Macro",""
"RAJ_G0891","40365.0","Macro",""
"RAJ_G0977","40897.0","Macro",""
"SYL_G0400","40514.0","Macro",""
"SYL_G0449","40926.0","Macro",""
"SYL_G0470","40852.0","Macro",""
"SYL_G0493","40640.0","Macro",""
"SYL_G0326","40496.0","Macro","42753.0"
"SYL_G0497","40819.0","Macro","42753.0"
"SYL_G0442","40443.0","Macro","42753.0"
"CTG_R1702","41072.0","Macro","42750.0"
"CTG_G1222","40919.0","Macro","42757.0"
"CTG_R1702","41072.0","Macro",""
"RAJ_G1196","40898.0","Macro","42788.0"
"SYL_G0487","40851.0","Macro","42788.0"
"SYL_G0335","40310.0","Macro","42788.0"
"RAJ_G1150","40967.0","Macro","42788.0"
"RAJ_G0851","40405.0","Macro","42788.0"
"DHK_M2326_4","39633.0","Macro","42789.0"
"RAJ_G0860","40367.0","Macro","42789.0"
"RAJ_G0882","40441.0","Macro","42789.0"
"RAJ_G0894","40384.0","Macro","42789.0"
"RAJ_G0964","40546.0","Macro","42789.0"
"RAJ_G1094","40850.0","Macro","42789.0"
"RAJ_G0817","40294.0","Macro","42796.0"
"RAJ_G0971","40469.0","Macro","42796.0"
"RAJ_G1155","40825.0","Macro","42796.0"
"RAJ_G1171","40724.0","Macro","42796.0"
"SYL_G0315","40305.0","Macro","42796.0"
"SYL_G0381","40520.0","Macro","42796.0"
"SYL_G0428","40494.0","Macro","42796.0"
"SYL_G0464","40836.0","Macro","42796.0"
"DHK_M2359_4","39690.0","Micro","42796.0"
"DHK_M1291_4","39291.0","Micro","42800.0"
"DHK_M1291_5","39291.0","Micro","42800.0"
"DHK_M0606_4","38854.0","Micro","42807.0"
"DHK_M0606_5","38854.0","Micro","42807.0"
"DHK_X1755","39250.0","Macro","42807.0"
"RAJ_G0812","40359.0","Macro","42814.0"
"DHK_B4000_4","40841.0","Macro","42815.0"
"DHK_M0885_4","39143.0","Micro","42822.0"
"DHK_M0885_5","39143.0","Micro","42822.0"
"RAJ_X1020","40388.0","Macro","42826.0"
"RAJ_G0834","40400.0","Macro","42823.0"
"CTG_X1603","40922.0","Macro","42823.0"
"RAJ_G1214","40782.0","Macro","42823.0"
"CTG_B0336_4","38971.0","Macro",""
"CTG_G1289","40516.0","Macro",""
"CTG_G1671","40903.0","Macro",""
"CTG_G1675","41014.0","Macro",""
"DHK_B5430_4","41945.0","Micro",""
"DHK_M0518_4","38781.0","Micro",""
"DHK_X0179","38445.0","Macro",""
"RAJ_G0854","40850.0","Macro",""
"RAJ_G1025","41109.0","Macro",""
"RAJ_G1136","40819.0","Macro",""
"RAJ_G1153","40823.0","Macro",""
"RAJ_G1157","40800.0","Macro",""
"RAJ_G1197","40776.0","Macro",""
"RAJ_X1100","40851.0","Macro",""
"SYL_G0534","40703.0","Macro",""
"SYL_G0395","40359.0","Macro",""
"DHK_B5415_4","41718.0","Macro","42836.0"
"SYL_X0539","40924.0","Macro","42836.0"
"DHK_X1076","39434.0","Macro","42843.0"
"DHK_M2412_4","40545.0","Micro","42842.0"
"RAJ_G0973","40443.0","Macro","42859.0"
"DHK_X3442","40056.0","Macro","42880.0"
"KHU_M0303_4","39482.0","Micro","42894.0"
"KHU_M0303_5","39482.0","Micro","42894.0"
"SYL_B0132_4","39233.0","Micro","42903.0"
"DHK_X1944","39349.0","Macro","42892.0"
"DHK_B5417_4","41837.0","Micro","42956.0"
"DHK_B3930_4","40738.0","Micro","43005.0"
"SYL_B0127_4","39276.0","Micro","43002.0"
"DHK_X5618","42506.0","Macro","43034.0"
"SYL_B0404","40268.0","Micro","43043.0"
"DHK_B1523","39592.0","Micro","43058.0"
"DHK_B3037","39643.0","Micro","43058.0"
"DHK_B3017","39702.0","Micro","43071.0"
"CTG_B1408","40702.0","Micro","42831.0"
"DHK_B4860","42306.0","Micro",""
"DHK_X1910","39424.0","Micro",""
"RAJ_G0797","40364.0","Micro",""
"RAJ_G0837","40356.0","Micro",""
"RAJ_G0847","40348.0","Micro",""
"RAJ_G0862","40543.0","Micro",""
"RAJ_G0863","40349.0","Micro",""
"RAJ_G1013","40401.0","Micro",""
"RAJ_G1061","40850.0","Micro",""
"RAJ_G1075","40845.0","Micro",""
"RAJ_G1168","40821.0","Micro",""
"RAJ_G1182","40819.0","Micro",""
"RAJ_X0937","40457.0","Micro",""
"SYL_B0579","41018.0","Micro",""
"SYL_G0365","40598.0","Micro","42824.0"
"SYL_G0366","40408.0","Micro","42879.0"
"SYL_G0447","40820.0","Micro","42879.0"
"DHK_B5411","41669.0","IBS","43116.0"
"CTG_X1092","40888.0","Macro",""
"RAJ_X1436","42035.0","Macro","43142.0"
"RAJ_X1120","40873.0","Macro","43142.0"
"SYL_X0076","38914.0","Macro","43150.0"
"CTG_UG2280","43044.0","3G Standalone","43167.0"
"CTG_UR2111","42761.0","3G Standalone","43167.0"
"CTG_UR2112","43041.0","3G Standalone","43167.0"
"CTG_UR2240","43012.0","3G Standalone","43167.0"
"CTG_UR2242","43012.0","3G Standalone","43167.0"
"CTG_UR2271","43027.0","3G Standalone","43167.0"
"CTG_UR2273","43002.0","3G Standalone","43167.0"
"CTG_UR2276","43012.0","3G Standalone","43167.0"
"CTG_UR2296","43061.0","3G Standalone","43167.0"
"CTG_UR2300","43027.0","3G Standalone","43167.0"
"DHK_UG3924","42851.0","3G Standalone","43167.0"
"DHK_UG3934","42973.0","3G Standalone","43167.0"
"DHK_UG4001","43037.0","3G Standalone","43167.0"
"DHK_UR3189","42767.0","3G Standalone","43165.0"
"DHK_UR3194","42768.0","3G Standalone","43165.0"
"DHK_UR3414","42771.0","3G Standalone","43165.0"
"DHK_UR3598","42794.0","3G Standalone","43165.0"
"DHK_UR3663","42781.0","3G Standalone","43165.0"
"DHK_UR3714","42843.0","3G Standalone","43165.0"
"DHK_UR3748","42810.0","3G Standalone","43165.0"
"DHK_UR3777","42843.0","3G Standalone","43165.0"
"DHK_UR3867","42813.0","3G Standalone","43165.0"
"DHK_UW3421","43037.0","3G Standalone","43165.0"
"SYL_X0038","38684.0","3G Standalone","43174.0"
"CTG_UR2113","42759.0","3G Standalone","43174.0"
"CTG_UR2246","43015.0","3G Standalone","43174.0"
"CTG_UR2262","43030.0","3G Standalone","43174.0"
"CTG_UR2288","43027.0","3G Standalone","43174.0"
"CTG_UR2295","43027.0","3G Standalone","43174.0"
"CTG_UR2312","43044.0","3G Standalone","43174.0"
"CTG_UR2313","43017.0","3G Standalone","43174.0"
"DHK_UR3188","42767.0","3G Standalone","43174.0"
"RAJ_UG1886","42905.0","3G Standalone","43174.0"
"SYL_UR0687","42904.0","3G Standalone","43174.0"
"DHK_B0910","39643.0","IBS","43179.0"
"BAR_G0357","43185.0","Macro","43201.0"
"BAR_G0368","43201.0","Macro","43192.0"
"BAR_G0369","43192.0","Macro","43185.0"
"BAR_G0411","43185.0","Macro","43185.0"
"BAR_G0436","43185.0","Macro","43185.0"
"BAR_G0483","43185.0","Macro","43187.0"
"BAR_G0493","43187.0","Macro","43208.0"
"BAR_G0532","43208.0","Macro","43185.0"
"BAR_R0399","43185.0","Macro","43190.0"
"BAR_R0504","43190.0","Macro","43190.0"
"BAR_R0546","43190.0","Macro","43171.0"
"CTG_G1290","43171.0","Macro","43187.0"
"CTG_G1846","43187.0","Macro","43172.0"
"CTG_R1869","43172.0","Macro","43135.0"
"CTG_X1092","43135.0","Macro","43195.0"
"CTG_X1264","43195.0","Macro","43201.0"
"DHK_R4251","43201.0","Macro","43153.0"
"DHK_X5616","43153.0","Macro","43195.0"
"RAJ_G0792","43195.0","Macro","43201.0"
"RAJ_G0796","43201.0","Macro","43190.0"
"RAJ_G0806","43190.0","Macro","43201.0"
"RAJ_G0821","43201.0","Macro","43195.0"
"RAJ_G0842","43195.0","Macro","43201.0"
"RAJ_G0888","43201.0","Macro","43201.0"
"RAJ_G0914","43201.0","Macro","43192.0"
"RAJ_G0939","43192.0","Macro","43209.0"
"RAJ_G0953","43209.0","Macro","43192.0"
"RAJ_G0960","43192.0","Macro","43190.0"
"RAJ_G0963","43190.0","Macro","43195.0"
"RAJ_G0978","43195.0","Macro","43197.0"
"RAJ_G1012","43197.0","Macro","43195.0"
"RAJ_G1018","43195.0","Macro","43209.0"
"RAJ_G1029","43209.0","Macro","43197.0"
"RAJ_G1078","43197.0","Macro","43197.0"
"RAJ_G1097","43197.0","Macro","43201.0"
"RAJ_G1132","43201.0","Macro","43200.0"
"RAJ_G1170","43200.0","Macro","43201.0"
"RAJ_G1477","43201.0","Macro","43190.0"
"RAJ_G1487","43190.0","Macro","43201.0"
"RAJ_G1491","43201.0","Macro","43190.0"
"RAJ_G1493","43190.0","Macro","43201.0"
"RAJ_G1506","43201.0","Macro","43201.0"
"RAJ_G1517","43201.0","Macro","43192.0"
"RAJ_G1532","43192.0","Macro","43185.0"
"RAJ_G1604","43185.0","Macro","43195.0"
"RAJ_G1619","43195.0","Macro","43190.0"
"RAJ_G1635","43190.0","Macro","43201.0"
"RAJ_G1636","43201.0","Macro","43195.0"
"RAJ_G1637","43195.0","Macro","43190.0"
"RAJ_G1651","43190.0","Macro","43192.0"
"RAJ_G1695","43192.0","Macro","43190.0"
"RAJ_G1754","43190.0","Macro","43201.0"
"RAJ_G1785","43201.0","Macro","43190.0"
"RAJ_G1790","43190.0","Macro","43195.0"
"RAJ_G1794","43195.0","Macro","43209.0"
"RAJ_G1803","43209.0","Macro","43195.0"
"RAJ_R1510","43195.0","Macro","43195.0"
"RAJ_R1608","43195.0","Macro","43201.0"
"RAJ_R1614","43201.0","Macro","43209.0"
"RAJ_R1638","43209.0","Macro","43192.0"
"RAJ_R1684","43192.0","Macro","43190.0"
"RAJ_R1724","43190.0","Macro","43209.0"
"RAJ_X0642","43209.0","Macro","43153.0"
"RAJ_X0660","43153.0","Macro","43201.0"
"RAJ_X0849","43201.0","Macro","43201.0"
"RAJ_X1099","43201.0","Macro","43138.0"
"RAJ_X1120","43138.0","Macro","43199.0"
"RAJ_X1162","43199.0","Macro","43209.0"
"RAJ_X1229","43209.0","Macro","43171.0"
"RAJ_X1262","43171.0","Macro","43153.0"
"RAJ_X1330","43153.0","Macro","43138.0"
"RAJ_X1436","43138.0","Macro","43171.0"
"RAJ_X1507","43171.0","Macro","43209.0"
"SYL_G0308","43209.0","Macro","43172.0"
"SYL_G0324","43172.0","Macro","43172.0"
"SYL_G0340","43172.0","Macro","43172.0"
"SYL_G0346","43172.0","Macro","43195.0"
"SYL_G0347","43195.0","Macro","43171.0"
"SYL_G0350","43171.0","Macro","43176.0"
"SYL_G0367","43176.0","Macro","43183.0"
"SYL_G0370","43183.0","Macro","43198.0"
"SYL_G0371","43198.0","Macro","43209.0"
"SYL_G0376","43209.0","Macro","43192.0"
"SYL_G0380","43192.0","Macro","43183.0"
"SYL_G0394","43183.0","Macro","43183.0"
"SYL_G0408","43183.0","Macro","43183.0"
"SYL_G0409","43183.0","Macro","43197.0"
"SYL_G0418","43197.0","Macro","43192.0"
"SYL_G0419","43192.0","Macro","43187.0"
"SYL_G0424","43187.0","Macro","43187.0"
"SYL_G0444","43187.0","Macro","43192.0"
"SYL_G0458","43192.0","Macro","43187.0"
"SYL_G0462","43187.0","Macro","43187.0"
"SYL_G0469","43187.0","Macro","43190.0"
"SYL_G0478","43190.0","Macro","43201.0"
"SYL_G0479","43201.0","Macro","43198.0"
"SYL_G0485","43198.0","Macro","43170.0"
"SYL_G0500","43170.0","Macro","43171.0"
"SYL_G0622","43171.0","Macro","43183.0"
"SYL_G0624","43183.0","Macro","43195.0"
"SYL_G0643","43195.0","Macro","43197.0"
"SYL_W0609","43197.0","Macro","43160.0"
"SYL_X0038","43160.0","Macro","43146.0"
"SYL_X0076","43146.0","Macro","43157.0"
"SYL_X0090","43157.0","Macro","43197.0"
"SYL_X0207","43197.0","Macro","43153.0"
"SYL_X0480","43153.0","Macro","43154.0"
"SYL_X0505","43154.0","Macro","43153.0"
"SYL_X0555","43153.0","Macro",""
"BAR_UG0568","42830.0","Standalone Macro",""
"BAR_UG0569","42963.0","Standalone Macro",""
"CTG_UG2283","43065.0","Standalone Macro",""
"CTG_UG2286","43047.0","Standalone Macro",""
"CTG_UG2291","43058.0","Standalone Macro",""
"CTG_UG2294","43065.0","Standalone Macro",""
"CTG_UR2044","43025.0","Standalone Macro",""
"CTG_UR2114","42826.0","Standalone Macro",""
"CTG_UR2115","42735.0","Standalone Macro",""
"CTG_UR2241","43012.0","Standalone Macro",""
"CTG_UR2244","43016.0","Standalone Macro",""
"CTG_UR2248","43012.0","Standalone Macro",""
"CTG_UR2249","43044.0","Standalone Macro",""
"CTG_UR2253","43100.0","Standalone Macro",""
"CTG_UR2258","43030.0","Standalone Macro",""
"CTG_UR2260","43027.0","Standalone Macro",""
"CTG_UR2274","43027.0","Standalone Macro",""
"CTG_UR2278","43016.0","Standalone Macro",""
"CTG_UR2285","43012.0","Standalone Macro",""
"CTG_UR2289","43012.0","Standalone Macro",""
"CTG_UR2299","43032.0","Standalone Macro",""
"CTG_UR2301","43058.0","Standalone Macro",""
"CTG_UR2305","43012.0","Standalone Macro",""
"CTG_UR2307","43027.0","Standalone Macro",""
"CTG_UR2308","43068.0","Standalone Macro",""
"CTG_UR2310","43043.0","Standalone Macro",""
"CTG_UR2311","43012.0","Standalone Macro",""
"CTG_UR2314","43027.0","Standalone Macro",""
"CTG_UR2315","43012.0","Standalone Macro",""
"CTG_UR2339","43045.0","Standalone Macro",""
"CTG_UW2277","43072.0","Standalone Macro",""
"DHK_UG3092","42891.0","Standalone Macro",""
"DHK_UG3180","42843.0","Standalone Macro",""
"DHK_UG3186","42946.0","Standalone Macro",""
"DHK_UG3190","42827.0","Standalone Macro",""
"DHK_UG3380","42851.0","Standalone Macro",""
"DHK_UG3547","42950.0","Standalone Macro",""
"DHK_UG3684","42866.0","Standalone Macro",""
"DHK_UG3882","42897.0","Standalone Macro",""
"DHK_UG3951","43068.0","Standalone Macro",""
"DHK_UG3960","42858.0","Standalone Macro",""
"DHK_UG3962","42951.0","Standalone Macro",""
"DHK_UG3993","42836.0","Standalone Macro",""
"DHK_UG6129","43120.0","Standalone Macro",""
"DHK_UG6320","43111.0","Standalone Macro",""
"DHK_UG6338","43130.0","Standalone Macro",""
"DHK_UG6340","43093.0","Standalone Macro",""
"DHK_UG6341","43128.0","Standalone Macro",""
"DHK_UG6348","43065.0","Standalone Macro",""
"DHK_UG6355","43129.0","Standalone Macro",""
"DHK_UG6357","43128.0","Standalone Macro",""
"DHK_UG6367","43103.0","Standalone Macro",""
"DHK_UG6378","43130.0","Standalone Macro",""
"DHK_UG6392","43095.0","Standalone Macro",""
"DHK_UR1741","42960.0","Standalone Macro",""
"DHK_UR2320","42760.0","Standalone Macro",""
"DHK_UR2490","42759.0","Standalone Macro",""
"DHK_UR3119","42801.0","Standalone Macro",""
"DHK_UR3122","42788.0","Standalone Macro",""
"DHK_UR3168","42775.0","Standalone Macro",""
"DHK_UR3181","42851.0","Standalone Macro",""
"DHK_UR3192","42767.0","Standalone Macro",""
"DHK_UR3193","42847.0","Standalone Macro",""
"DHK_UR3321","42813.0","Standalone Macro",""
"DHK_UR3360","43104.0","Standalone Macro",""
"DHK_UR3685","42813.0","Standalone Macro",""
"DHK_UR3958","42768.0","Standalone Macro",""
"DHK_UR3991","42788.0","Standalone Macro",""
"DHK_UR4184","42771.0","Standalone Macro",""
"DHK_UR4501","42772.0","Standalone Macro",""
"DHK_UR4503","42773.0","Standalone Macro",""
"DHK_UR4506","42879.0","Standalone Macro",""
"DHK_UR5330","42808.0","Standalone Macro",""
"DHK_UR5331","42803.0","Standalone Macro",""
"DHK_UR6130","43073.0","Standalone Macro",""
"DHK_UR6333","43083.0","Standalone Macro",""
"DHK_UR6346","43068.0","Standalone Macro",""
"DHK_UR6347","43100.0","Standalone Macro",""
"DHK_UR6350","43060.0","Standalone Macro",""
"DHK_UR6366","43049.0","Standalone Macro",""
"DHK_UR6385","43066.0","Standalone Macro",""
"DHK_UR6387","43069.0","Standalone Macro",""
"DHK_UR6401","43072.0","Standalone Macro",""
"RAJ_UG1837","42809.0","Standalone Macro",""
"RAJ_UG1838","42909.0","Standalone Macro",""
"SYL_UR0669","42745.0","Standalone Macro",""
"CTG_B0918","39659.0","IBS","43228.0"
"CTG_B1468","41543.0","IBS","43228.0"
